TWA\TWS;6.000000000000000000e+00;8.000000000000000000e+00;1.000000000000000000e+01;1.200000000000000000e+01;1.400000000000000000e+01;1.600000000000000000e+01;2.000000000000000000e+01;2.400000000000000000e+01
3.400000000000000000e+01;1.245122653604551433e+00;4.214667523593304210e+00;4.942903812767093896e+00;5.470875122418092040e+00;3.682483280467028219e+00;5.762169638087605961e+00;2.348067957935492167e+00;5.443566261574074083e+00
3.600000000000000000e+01;1.397914862436082872e+00;4.323930288461538929e+00;5.071045673076922888e+00;5.612704326923077858e+00;3.959323589088385553e+00;5.911550480769229843e+00;2.624854397916428272e+00;5.584687499999999361e+00
3.800000000000000000e+01;1.559780354884717779e+00;4.416807503116096711e+00;5.179970786591878706e+00;5.733264167111824960e+00;4.240522217110041403e+00;6.038529480502135449e+00;2.916158831309316746e+00;5.704645543981482270e+00
4.000000000000000000e+01;1.730756145911122257e+00;4.493144586894586290e+00;5.269497863247863734e+00;5.832353988603989237e+00;4.525710765050209972e+00;6.142895299145298083e+00;3.221840857154702586e+00;5.803240740740741366e+00
4.200000000000000000e+01;1.910879250475961744e+00;4.552786959134615508e+00;5.339445612980769695e+00;5.909773137019231903e+00;4.814520833427106794e+00;6.224436598557691269e+00;3.541760074493131683e+00;5.880273437499999645e+00
4.400000000000000000e+01;2.100186683539903232e+00;4.595580039173787767e+00;5.389632745726494534e+00;5.965320957977209737e+00;5.106584022758944741e+00;6.282942040598289424e+00;3.875776082365148589e+00;5.935543981481481879e+00
4.600000000000000000e+01;2.298715460063611271e+00;4.621369246349716242e+00;5.419877971420937968e+00;5.998796797097579514e+00;5.401531933563939347e+00;6.318200287126066961e+00;4.223748479811298751e+00;5.968852719907407511e+00
4.800000000000000000e+01;2.506502595007753076e+00;4.629999999999999893e+00;5.429999999999999716e+00;6.009999999999999787e+00;5.698996166360303484e+00;6.330000000000000071e+00;4.585536865872127166e+00;5.980000000000000426e+00
5.000000000000000000e+01;2.723585103332994084e+00;4.629999999999999893e+00;5.429999999999999716e+00;6.009999999999999787e+00;5.998608321666251797e+00;6.330000000000000071e+00;4.961000839588179723e+00;5.980000000000000426e+00
5.200000000000000000e+01;2.950000000000000178e+00;4.629999999999999893e+00;5.429999999999999716e+00;6.009999999999999787e+00;6.299999999999999822e+00;6.330000000000000071e+00;5.349999999999999645e+00;5.980000000000000426e+00
5.400000000000000000e+01;3.485118184875734215e+00;4.742257516973811704e+00;5.555636621302049605e+00;6.140390676704169159e+00;6.644394895316589000e+00;6.472023266423358123e+00;6.163165426157012128e+00;6.107910648709017565e+00
5.600000000000000000e+01;4.040000000000000036e+00;5.007686711930165124e+00;5.850864323472131368e+00;6.445208471211118173e+00;6.914023629751070210e+00;6.802895377128954202e+00;6.949988520123889124e+00;6.413595063224048154e+00
5.800000000000000000e+01;4.247564263322884059e+00;5.319272550921436249e+00;6.193159863906148921e+00;6.794922030112507727e+00;7.146863127010085748e+00;7.179819799270072522e+00;7.262850217378158391e+00;6.779981946127054293e+00
6.000000000000000000e+01;4.400000000000000355e+00;5.570000000000000284e+00;6.459999999999999964e+00;7.059999999999999609e+00;7.339999999999999858e+00;7.459999999999999964e+00;7.480000000000000426e+00;7.089999999999999858e+00
6.200000000000000000e+01;4.556645630498533883e+00;5.746895142520125788e+00;6.638296035794091665e+00;7.229020429577040829e+00;7.502890392993962543e+00;7.631461949084084928e+00;7.671780185589869738e+00;7.332820770686121037e+00
6.400000000000000000e+01;4.705500527859237891e+00;5.909133536192776148e+00;6.798162483715390891e+00;7.378361619637807678e+00;7.648293860792906962e+00;7.780134752361742123e+00;7.842112760781670744e+00;7.569890463796080660e+00
6.600000000000000000e+01;4.846032609970674976e+00;6.057924358605361270e+00;6.941880913739643333e+00;7.510192594910053643e+00;7.778252132094869431e+00;7.910076581097358783e+00;7.993555243178537495e+00;7.792549771562978123e+00
